MONTH,DAY,DAY_OF_WEEK,AIRLINE,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_DELAY,WEATHER_DELAY,LATE_AIRCRAFT_DELAY,CARRIER_DELAY,DELAYED
1,13,4,SW,DEN,SEA,947,23,0,0,27,1
5,4,3,UA,DEN,ORD,1712,0,0,0,0,0
11,24,3,DL,DEN,DFW,1147,33,0,23,0,1
6,11,3,AA,LAX,SEA,55,29,0,0,23,1
12,25,5,SW,SFO,LAX,1130,0,0,0,0,0
11,24,5,AA,ATL,SFO,780,39,0,0,34,1
5,24,4,DL,ORD,ATL,523,6,0,0,0,0
6,15,6,AS,LAX,DEN,277,0,0,0,0,0
3,20,3,AS,ORD,DFW,186,123,0,88,25,1
11,18,7,SW,LAX,ORD,1793,7,0,0,0,0
10,9,2,DL,ATL,ORD,2342,9,0,0,0,0
9,23,6,SW,DEN,ORD,902,10,0,0,14,0
9,8,3,AA,ORD,DFW,544,2,0,0,0,0
4,18,1,AA,SFO,SEA,1511,3,0,0,0,0
12,5,4,SW,DEN,ORD,234,48,0,45,0,1
3,9,1,SW,LAX,SEA,1564,1,0,0,0,0
8,8,3,UA,DFW,SFO,1619,6,0,0,0,0
3,16,1,WN,ORD,DEN,757,0,0,0,0,0
11,10,1,UA,ORD,LAX,1614,29,0,0,27,1
8,21,4,AA,ORD,SEA,48,0,0,0,0,0
3,8,7,AA,DEN,LAX,55,18,0,13,0,1
12,3,2,DL,JFK,SEA,2305,10,0,0,0,0
3,8,1,SW,DEN,SEA,2226,16,0,0,18,1
9,27,4,DL,ATL,ORD,98,4,0,0,0,0
4,22,4,AS,LAX,DEN,694,4,0,0,0,0
6,3,5,UA,LAX,DFW,347,38,0,0,33,1
10,6,6,WN,ORD,SEA,1235,3,0,0,0,0
8,22,3,UA,LAX,JFK,8,0,0,0,0,0
6,5,4,WN,JFK,SEA,275,0,0,0,0,0
2,11,2,DL,SEA,ORD,1307,5,0,0,0,0
3,26,6,DL,SEA,DFW,2250,2,0,0,0,0
7,3,5,AS,SEA,DEN,898,7,0,0,1,0
9,16,2,AA,ATL,DFW,1478,4,0,0,0,0
8,5,7,SW,SEA,LAX,863,60,0,17,44,1
7,24,1,AS,SEA,ORD,221,38,0,0,38,1
1,5,3,DL,LAX,ORD,315,74,53,0,11,1
12,5,6,SW,DEN,DFW,1685,0,0,0,0,0
5,4,2,AA,ATL,SFO,710,63,0,54,0,1
9,23,7,UA,DEN,SEA,931,7,0,0,0,0
3,24,2,WN,ATL,ORD,1606,0,0,0,0,0
12,15,4,UA,SEA,JFK,1558,1,0,0,0,0
5,4,1,AA,SFO,DEN,1374,26,18,0,13,1
5,7,5,DL,ATL,ORD,1102,46,36,0,0,1
1,2,3,AA,DEN,ATL,1460,5,0,0,0,0
7,24,3,DL,LAX,DFW,1668,0,0,0,0,0
1,19,7,WN,JFK,DEN,153,0,0,0,0,0
12,8,2,AS,ORD,JFK,659,5,0,0,0,0
8,26,2,UA,DEN,ORD,1764,46,45,0,0,1
10,20,1,DL,JFK,ATL,61,0,0,0,0,0
8,4,4,UA,ORD,DFW,661,56,36,0,11,1
5,16,3,WN,ORD,ATL,2329,8,0,0,0,0
10,22,2,WN,SFO,DEN,1284,3,0,0,0,0
11,2,5,AS,ATL,SEA,1002,10,0,0,6,0
7,6,5,WN,LAX,ORD,1590,9,0,0,0,0
11,18,7,WN,LAX,ATL,738,8,0,0,0,0
4,13,3,AA,SFO,ORD,1991,25,0,0,29,1
9,5,4,DL,DFW,ORD,2327,69,38,0,23,1
8,7,1,DL,ATL,JFK,1732,7,0,0,4,0
7,3,3,AS,JFK,SEA,1719,0,0,0,0,0
2,14,3,UA,ORD,LAX,1430,0,0,0,0,0
12,14,3,AS,SEA,JFK,40,41,0,0,42,1
6,22,7,AS,SFO,ATL,616,5,0,0,0,0
2,26,6,WN,DEN,SFO,15,9,0,0,0,0
11,19,1,AA,DFW,SEA,768,25,0,0,24,1
6,7,2,AS,ATL,DFW,1490,55,57,0,0,1
12,16,6,WN,SEA,DFW,1440,5,0,0,0,0
2,6,4,WN,SFO,LAX,2264,8,0,0,0,0
11,10,6,SW,LAX,ATL,425,11,1,0,0,0
12,25,5,SW,LAX,SEA,1819,8,0,0,0,0
4,8,7,WN,SEA,ATL,801,9,0,0,0,0
7,27,6,AS,SEA,ATL,1534,3,0,0,0,0
5,27,7,WN,DFW,ATL,1698,6,1,0,0,0
6,6,5,WN,DFW,SFO,1603,8,0,0,0,0
3,21,4,AS,ORD,DEN,1303,6,0,0,8,0
11,19,7,WN,DEN,JFK,2264,9,0,0,1,0
1,21,7,SW,ORD,ATL,2226,65,0,48,8,1
11,21,7,UA,ORD,LAX,908,7,0,0,0,0
5,22,1,UA,LAX,ORD,94,27,0,0,29,1
2,5,3,UA,ORD,ATL,316,7,0,0,0,0
2,16,7,AA,SEA,ATL,1992,92,0,87,0,1
11,15,7,DL,ORD,DFW,41,0,0,0,0,0
2,11,3,WN,ATL,ORD,2137,0,0,0,1,0
9,17,7,DL,DFW,JFK,1494,2,0,0,0,0
2,24,6,DL,DEN,ORD,1972,94,0,90,0,1
8,24,7,WN,SEA,DEN,1638,48,0,0,45,1
7,4,5,SW,DEN,LAX,843,8,0,0,0,0
10,24,3,UA,LAX,SFO,1568,0,0,0,0,0
8,6,1,SW,DEN,SFO,1678,6,0,0,0,0
7,1,1,DL,SFO,DFW,761,83,0,84,0,1
6,4,1,UA,ATL,SEA,1347,2,0,0,0,0
9,3,4,UA,DFW,SFO,890,0,0,0,0,0
10,21,4,AS,SEA,ORD,1311,66,0,63,0,1
7,4,1,WN,ORD,SFO,1338,0,0,0,1,0
8,10,2,WN,ATL,SFO,2160,131,41,60,26,1
5,11,7,UA,SEA,ATL,2279,28,0,0,19,1
8,28,6,AA,SFO,DEN,420,31,3,0,20,1
4,6,1,DL,SFO,JFK,2201,3,0,0,0,0
1,4,1,UA,LAX,DFW,1348,0,0,0,0,0
3,19,4,AA,ORD,DFW,606,8,0,0,0,0
11,15,6,AA,DFW,SFO,1957,10,0,0,0,0
4,3,3,UA,LAX,DFW,2287,1,0,0,0,0
12,3,1,WN,ATL,ORD,53,10,0,0,0,0
2,11,2,SW,SFO,JFK,1277,0,0,0,0,0
3,8,3,WN,JFK,SEA,2103,27,0,0,27,1
11,10,7,SW,LAX,ORD,1888,9,0,0,0,0
3,9,1,WN,JFK,ORD,1087,1,0,0,0,0
3,13,5,WN,SFO,ATL,1807,91,0,83,0,1
4,10,2,WN,ORD,SFO,1130,0,0,0,0,0
11,8,1,DL,LAX,ATL,146,3,0,0,0,0
4,20,6,AS,SEA,DFW,1609,3,0,0,0,0
8,7,2,DL,SFO,SEA,1179,21,0,0,11,1
12,10,7,AS,DFW,LAX,1290,9,0,0,0,0
3,1,6,WN,SEA,ORD,85,38,0,0,43,1
10,12,4,SW,ATL,DEN,1013,6,0,2,0,0
4,17,5,DL,ORD,JFK,384,57,51,0,0,1
9,9,6,WN,DEN,ORD,1879,32,22,0,0,1
2,9,6,SW,ATL,ORD,1680,26,0,0,31,1
4,19,6,AS,SEA,ORD,845,0,0,0,0,0
5,21,6,SW,JFK,DEN,716,7,0,0,0,0
10,14,3,UA,DFW,ATL,2130,35,0,0,29,1
5,4,1,WN,ORD,DEN,615,0,0,0,0,0
5,16,3,AA,DEN,ATL,1859,53,18,0,31,1
1,14,3,AS,ATL,LAX,1029,0,0,0,0,0
2,23,3,DL,DFW,DEN,330,52,0,45,0,1
7,13,1,UA,DEN,SFO,1272,0,0,0,0,0
11,25,2,UA,ORD,DEN,2270,9,0,0,0,0
9,6,4,WN,LAX,ORD,2156,6,0,0,0,0
8,12,4,WN,SEA,DFW,1889,100,35,53,8,1
4,19,5,UA,ORD,SFO,2225,24,0,0,25,1
7,22,1,WN,JFK,SEA,222,22,17,0,0,1
10,4,7,UA,JFK,SFO,1357,70,0,74,0,1
12,7,5,DL,JFK,LAX,915,44,0,0,40,1
12,1,7,WN,DFW,ATL,275,40,38,0,0,1
4,4,4,AA,JFK,DFW,227,0,0,0,0,0
4,27,7,SW,DEN,JFK,1798,0,0,0,0,0
3,5,7,AS,DFW,LAX,2095,4,0,0,0,0
5,22,1,SW,JFK,ORD,1127,34,0,0,26,1
3,1,3,WN,LAX,SFO,1595,111,19,83,0,1
1,12,2,WN,JFK,ORD,37,1,0,0,0,0
6,23,5,WN,LAX,ORD,620,0,0,0,0,0
5,26,7,AS,DEN,DFW,279,10,0,0,0,0
10,22,2,SW,DEN,LAX,1327,7,0,0,0,0
2,2,1,AS,ORD,LAX,395,5,0,0,0,0
4,25,7,AS,DFW,ATL,712,0,0,0,0,0
1,20,3,AA,ATL,JFK,298,0,0,0,0,0
3,11,1,AS,JFK,DFW,545,26,0,0,16,1
8,22,3,DL,DFW,SEA,663,0,0,0,0,0
10,1,6,AS,LAX,ORD,136,8,0,0,0,0
10,18,7,AA,SFO,LAX,2163,10,0,0,0,0
9,12,3,SW,ORD,JFK,275,0,0,0,0,0
3,26,5,UA,LAX,ATL,2042,2,0,0,0,0
5,27,3,WN,SFO,ATL,646,77,0,73,0,1
7,20,1,SW,LAX,SFO,1929,0,0,0,0,0
6,14,3,DL,SFO,JFK,243,0,0,0,0,0
4,16,1,SW,ATL,DFW,289,0,0,0,0,0
9,16,2,UA,ATL,LAX,145,10,0,0,0,0
5,26,7,DL,ATL,LAX,107,7,0,0,0,0
11,22,6,AA,JFK,ATL,1585,8,0,0,0,0
9,5,1,WN,LAX,SFO,1506,2,0,0,0,0
4,3,5,AA,DFW,DEN,2196,11,0,0,15,0
2,2,2,WN,ORD,DFW,179,4,0,0,0,0
3,20,4,WN,LAX,SEA,314,66,60,0,0,1
4,15,6,UA,SFO,JFK,2258,3,0,0,0,0
6,23,5,SW,LAX,ATL,1419,3,0,0,0,0
2,7,2,SW,DFW,ORD,2264,0,0,0,0,0
1,8,6,WN,JFK,ATL,87,39,0,35,0,1
2,2,3,SW,SEA,DFW,77,20,0,0,13,1
3,22,4,SW,ATL,SEA,1249,91,48,0,38,1
5,26,7,SW,DFW,JFK,112,8,0,0,0,0
12,24,7,AA,LAX,SFO,1589,9,0,0,0,0
7,19,6,SW,DEN,LAX,1561,0,0,0,0,0
5,26,6,UA,LAX,ORD,2223,23,0,0,17,1
5,22,3,AS,ATL,LAX,1257,0,0,0,0,0
8,15,1,WN,ATL,DEN,151,1,0,0,0,0
7,2,5,AA,DEN,SFO,2258,26,0,23,0,1
5,28,4,DL,DFW,SEA,714,3,0,0,7,0
3,22,5,WN,SFO,ATL,2266,28,0,33,0,1
11,28,7,UA,ATL,SFO,961,62,0,56,4,1
4,11,5,UA,SEA,ATL,1746,47,0,41,0,1
6,14,6,UA,JFK,ORD,127,14,0,19,0,0
2,20,2,UA,SFO,LAX,1551,16,0,19,0,1
2,8,5,SW,SEA,DEN,496,39,0,0,30,1
6,9,2,SW,DEN,LAX,1346,9,0,0,0,0
6,24,1,AS,DFW,DEN,1679,6,0,0,0,0
11,16,5,DL,JFK,SEA,1715,2,0,0,0,0
7,22,5,AS,ORD,SFO,1066,34,0,0,26,1
9,5,5,WN,DFW,LAX,1859,17,7,0,0,1
12,4,2,AA,SEA,ATL,683,75,0,67,0,1
6,5,4,AS,DFW,SEA,1201,0,0,0,0,0
12,2,1,AS,SFO,DFW,1674,10,0,0,0,0
12,5,6,DL,LAX,ORD,31,7,0,0,0,0
6,15,2,SW,DEN,JFK,396,41,0,0,33,1
5,11,4,UA,ORD,LAX,171,1,0,0,0,0
7,17,3,SW,SFO,ATL,1422,37,0,35,0,1
3,10,3,SW,LAX,ORD,1141,0,0,0,0,0
1,20,1,SW,DFW,ATL,2000,34,0,26,0,1
12,15,5,DL,JFK,ORD,448,37,0,0,27,1
5,3,7,DL,DEN,SEA,477,2,0,0,0,0
12,3,3,DL,SFO,ORD,1857,5,0,0,0,0
1,14,1,AS,SFO,LAX,2286,35,0,0,40,1
4,5,5,WN,DFW,SEA,801,10,0,0,0,0
5,5,2,AS,LAX,SFO,877,4,4,0,0,0
1,14,6,UA,SEA,SFO,961,0,0,0,0,0
5,27,2,UA,JFK,DFW,1606,2,0,0,0,0
2,25,7,UA,SEA,DFW,1332,18,0,0,20,1
6,23,4,AS,ORD,JFK,1981,2,0,0,0,0
1,10,3,SW,DFW,JFK,1675,57,49,0,0,1
7,26,4,WN,SEA,ORD,223,0,0,0,0,0
5,15,4,DL,ORD,SFO,844,77,0,78,0,1
10,18,1,AS,ATL,JFK,1553,42,45,0,0,1
11,2,5,DL,SFO,DEN,812,2,0,0,0,0
5,26,2,UA,SFO,DFW,883,0,0,0,1,0
9,13,7,WN,ATL,ORD,1159,2,0,0,0,0
1,9,6,AA,SEA,SFO,1641,0,0,0,0,0
2,3,5,AS,SEA,ATL,60,0,0,0,0,0
12,19,7,WN,DFW,JFK,1278,4,0,0,0,0
5,15,2,AA,DEN,SEA,1930,8,0,0,0,0
9,9,4,UA,DFW,DEN,70,0,0,0,0,0
8,8,5,AA,SEA,JFK,950,24,0,0,19,1
3,26,6,AA,LAX,SFO,693,0,0,0,0,0
3,13,5,WN,DFW,ATL,2021,0,0,0,0,0
1,11,6,SW,SEA,JFK,22,10,0,0,0,0
9,16,3,AS,DFW,ORD,1889,0,0,0,0,0
2,14,6,AA,SEA,LAX,55,26,0,0,28,1
1,14,4,DL,JFK,LAX,2240,19,0,15,0,1
12,22,3,SW,SFO,DEN,1522,1,0,0,0,0
10,23,3,SW,DEN,DFW,1895,0,0,0,0,0
3,17,6,WN,ATL,DFW,1705,0,0,0,0,0
5,23,2,DL,LAX,SFO,1878,56,0,59,0,1
6,21,5,DL,SFO,SEA,57,8,0,0,0,0
10,24,3,UA,SEA,ORD,2298,7,0,0,9,0
12,7,3,DL,DEN,SFO,419,7,0,0,0,0
6,19,7,SW,DEN,JFK,1939,26,0,29,0,1
10,5,2,DL,JFK,SEA,1,41,0,0,32,1
7,22,4,UA,DEN,SFO,480,10,0,0,0,0
6,10,7,SW,SFO,DEN,320,3,0,0,0,0
12,5,7,WN,JFK,DFW,1026,6,0,0,0,0
3,1,7,UA,JFK,SEA,1417,1,0,0,0,0
7,12,2,AS,ATL,ORD,1810,5,0,0,0,0
2,12,3,SW,ATL,SFO,1118,20,17,0,0,1
5,21,1,SW,ATL,JFK,1928,10,0,0,0,0
12,28,6,SW,LAX,ATL,1513,57,57,0,0,1
3,3,4,AA,ATL,DEN,255,1,0,0,0,0
11,20,6,AA,SFO,JFK,1296,6,0,0,0,0
9,1,6,WN,SEA,JFK,251,66,52,0,17,1
3,15,1,UA,DFW,SEA,2070,0,0,0,0,0
5,9,5,UA,LAX,DFW,1909,9,0,0,0,0
2,4,1,DL,LAX,ORD,1300,0,0,0,0,0
4,21,3,WN,LAX,SEA,1010,1,0,0,0,0
12,25,6,DL,DEN,ATL,1553,28,0,0,20,1
4,27,2,UA,DFW,LAX,1208,28,0,0,22,1
6,25,6,SW,JFK,SEA,698,90,53,0,36,1
12,14,3,AS,DEN,LAX,1401,3,0,0,0,0
2,17,7,DL,DEN,LAX,1915,0,0,0,0,0
8,5,4,SW,SFO,ORD,2309,42,0,0,44,1
11,12,7,AA,ORD,DEN,1947,26,0,0,22,1
3,15,5,DL,ATL,DEN,1869,10,0,0,0,0
4,9,6,UA,SFO,DFW,1643,0,0,0,0,0
7,14,7,UA,SEA,DEN,116,1,0,0,0,0
10,25,2,DL,SFO,JFK,220,6,0,0,0,0
8,13,2,WN,ATL,SEA,604,0,0,0,0,0
4,28,2,WN,LAX,SEA,1002,0,0,0,0,0
8,6,3,AA,JFK,DEN,1614,9,0,0,0,0
12,8,7,AA,SEA,LAX,1303,49,0,41,0,1
10,13,5,AA,SFO,DFW,110,6,0,0,0,0
6,11,5,AA,SEA,ATL,942,8,0,0,0,0
2,11,4,AS,ORD,DEN,617,0,0,0,0,0
5,14,2,DL,SEA,SFO,2119,41,0,0,43,1
11,28,4,AA,ORD,DFW,527,10,0,0,0,0
11,22,4,WN,ATL,DFW,1740,9,0,0,0,0
9,12,7,WN,SFO,JFK,2191,29,0,22,0,1
11,3,2,AA,SFO,SEA,1056,9,0,0,0,0
7,2,4,UA,ATL,LAX,2005,79,0,76,0,1
7,11,6,UA,ATL,SFO,1094,24,0,0,20,1
11,2,5,AA,SFO,SEA,149,32,0,0,34,1
3,24,2,AS,JFK,DFW,1125,9,0,0,0,0
1,3,3,UA,ATL,ORD,414,44,0,0,40,1
7,13,1,DL,DEN,SEA,324,15,0,0,12,0
5,20,5,SW,DFW,SEA,200,8,0,0,0,0
5,24,6,DL,DEN,SFO,187,3,0,0,0,0
1,14,2,AA,SEA,SFO,531,5,0,0,0,0
2,8,2,AA,SFO,LAX,261,9,0,0,0,0
10,14,6,SW,SFO,DEN,1593,5,0,0,0,0
6,27,4,DL,JFK,SEA,2043,3,0,0,0,0
7,2,6,SW,LAX,SEA,1992,6,0,0,0,0
5,10,7,UA,JFK,SFO,1914,47,39,0,0,1
7,25,1,UA,JFK,LAX,1537,75,0,77,0,1
2,13,2,DL,LAX,SFO,1185,7,0,0,0,0
9,14,3,DL,SEA,DEN,1142,48,0,0,43,1
9,18,5,WN,DFW,JFK,1654,9,0,0,0,0
3,28,2,WN,DEN,ATL,2181,0,0,0,0,0
7,19,6,WN,SEA,DFW,773,36,0,0,39,1
10,19,6,WN,ATL,DFW,1023,6,0,0,0,0
1,24,5,AS,SEA,DEN,2094,25,0,0,23,1
3,16,6,DL,SFO,LAX,1200,3,1,0,0,0
11,20,4,DL,ORD,DEN,2048,0,0,0,0,0
4,15,6,AA,ATL,SEA,132,10,0,0,0,0
7,3,7,WN,DEN,SEA,2200,0,0,0,0,0
8,16,7,AS,ATL,DFW,1631,34,0,0,25,1
7,26,1,AA,ORD,JFK,1075,0,0,0,0,0
6,14,6,UA,ORD,LAX,1976,91,0,82,0,1
12,16,7,DL,DEN,ORD,1209,3,0,0,0,0
10,9,5,AA,ORD,LAX,2137,6,0,0,0,0
12,10,3,AS,ORD,SFO,1248,0,0,0,0,0
3,20,3,WN,DEN,SEA,933,16,13,0,0,1
6,24,5,AS,SEA,DFW,697,5,0,0,0,0
9,12,4,WN,ORD,JFK,2151,0,0,0,0,0
6,8,3,DL,DFW,LAX,1139,18,0,0,12,1
8,15,5,AS,ATL,JFK,2146,0,0,0,0,0
7,21,1,UA,LAX,DFW,2266,0,0,0,0,0
1,15,5,SW,DFW,LAX,1048,2,0,0,0,0
4,23,6,WN,ORD,ATL,1088,21,0,24,0,1
3,17,3,AA,DFW,LAX,999,0,0,0,0,0
6,26,6,AA,DFW,DEN,476,38,0,0,37,1
10,16,3,SW,ATL,SFO,1760,57,0,56,0,1
10,26,6,SW,JFK,ATL,1031,0,0,0,0,0
6,17,4,SW,DEN,SEA,1227,4,0,0,0,0
11,15,1,DL,JFK,ATL,1307,0,0,0,0,0
2,25,4,AS,DEN,ATL,1815,1,0,0,0,0
2,25,2,DL,DEN,SFO,1250,20,0,0,19,1
10,22,2,UA,ORD,LAX,1622,0,0,0,0,0
6,17,4,AS,SEA,JFK,1103,4,0,0,0,0
6,5,3,UA,SFO,JFK,1291,8,0,0,0,0
1,25,4,AA,SEA,ORD,573,46,0,0,45,1
4,22,6,UA,DEN,JFK,1529,28,27,0,0,1
4,20,5,WN,DEN,ATL,304,10,0,0,0,0
1,25,6,WN,JFK,LAX,1147,8,0,0,3,0
5,18,3,WN,DEN,ATL,1932,8,0,0,0,0
3,28,2,SW,DEN,SFO,819,3,0,0,0,0
9,17,7,UA,ATL,ORD,278,6,0,0,0,0
8,24,2,DL,SFO,DFW,932,3,0,0,0,0
5,20,6,AA,ORD,ATL,1682,0,0,0,0,0
9,12,1,SW,SEA,ATL,2065,4,0,0,0,0
10,11,6,AA,LAX,SFO,377,0,0,0,0,0
10,15,5,AS,DFW,JFK,299,9,0,0,0,0
12,5,6,UA,LAX,ORD,2356,8,0,0,0,0
1,13,5,UA,ATL,SFO,1597,33,14,0,14,1
9,15,6,AS,DFW,JFK,2352,0,0,0,0,0
4,25,2,DL,DEN,LAX,413,52,38,0,8,1
2,11,7,UA,DFW,SEA,855,2,0,0,0,0
4,25,3,AA,ORD,DEN,504,1,0,0,0,0
7,2,4,WN,SEA,LAX,842,9,0,0,11,0
3,25,2,AA,JFK,SFO,1467,11,0,0,5,0
8,9,5,AA,JFK,ATL,29,0,0,0,0,0
6,12,3,AA,SEA,JFK,1231,7,0,0,0,0
8,1,3,AS,SFO,ATL,576,32,0,0,33,1
3,23,4,AA,ATL,SFO,859,8,0,0,0,0
3,14,2,DL,ORD,SEA,743,0,0,0,0,0
8,7,3,WN,SFO,JFK,1086,13,0,3,0,0
1,24,7,DL,SEA,ATL,2209,0,0,0,0,0
2,1,3,DL,LAX,DEN,271,9,0,0,0,0
3,28,5,AS,ATL,DFW,1950,48,0,0,42,1
10,22,6,AA,JFK,DFW,2339,11,0,0,9,0
11,3,6,AA,SEA,ORD,431,4,0,0,0,0
6,23,4,AS,DEN,JFK,539,9,0,0,2,0
11,2,7,DL,ORD,ATL,585,7,0,0,0,0
6,1,5,WN,JFK,SEA,1408,7,0,0,0,0
8,7,4,SW,DEN,SFO,1801,5,0,0,0,0
6,6,3,UA,JFK,SEA,2248,46,0,43,0,1
2,26,3,WN,ATL,SFO,517,78,29,0,45,1
3,28,3,UA,JFK,DFW,2266,97,0,64,32,1
3,27,6,DL,ATL,ORD,1449,0,0,0,0,0
9,12,5,DL,ORD,DFW,650,2,0,0,0,0
12,5,5,SW,SEA,JFK,828,4,0,0,0,0
7,17,4,WN,JFK,ORD,557,49,0,0,45,1
4,24,5,SW,LAX,ATL,1680,22,0,0,15,1
3,21,4,WN,DFW,LAX,1435,58,60,0,0,1
12,24,5,AS,ORD,LAX,1816,0,0,0,0,0
9,10,5,AA,JFK,LAX,1795,75,0,78,0,1
12,11,3,AA,SEA,JFK,1046,10,0,0,0,0
5,8,5,AA,LAX,SEA,1485,8,0,0,0,0
7,2,6,AA,DEN,JFK,1129,3,0,0,0,0
6,3,1,AA,JFK,LAX,2027,10,0,0,0,0
9,20,7,SW,SEA,DEN,2125,4,0,0,6,0
10,4,1,DL,SFO,DEN,1727,50,0,0,41,1
8,19,7,SW,ATL,DEN,1768,117,0,72,40,1
2,10,4,AA,JFK,SEA,1038,2,0,0,0,0
5,15,7,AA,SFO,DFW,1077,5,0,0,0,0
12,13,7,UA,ORD,JFK,2047,2,0,0,0,0
6,27,3,AA,LAX,SEA,1663,25,0,0,24,1
5,28,6,WN,SFO,ORD,1793,5,0,0,0,0
1,4,2,SW,DEN,SFO,2295,36,0,0,39,1
4,3,1,AS,SEA,JFK,1078,0,0,0,0,0
7,4,7,AS,DEN,SFO,2335,0,0,0,0,0
4,18,2,AS,DEN,ATL,2025,2,0,0,0,0
8,21,7,DL,ORD,ATL,1215,87,0,78,0,1
7,18,5,SW,DFW,DEN,762,7,0,0,0,0
12,9,6,UA,DEN,DFW,1516,6,0,0,0,0
2,23,2,UA,DFW,JFK,2204,69,0,64,0,1
2,26,7,SW,DFW,SEA,1426,2,0,0,0,0
8,9,5,AA,JFK,DEN,1793,0,0,0,0,0
1,18,4,SW,ATL,DFW,1952,90,0,87,0,1
10,9,6,AA,JFK,DFW,546,4,0,0,0,0
6,8,5,SW,SEA,LAX,2210,0,0,0,0,0
12,25,3,SW,LAX,JFK,290,1,0,0,0,0
4,20,7,DL,ORD,ATL,2027,32,0,0,25,1
7,13,6,WN,ORD,JFK,1406,30,0,0,27,1
8,3,2,UA,SEA,LAX,928,26,0,0,28,1
9,9,1,SW,ATL,SFO,242,0,0,0,0,0
1,11,4,UA,ATL,JFK,2326,1,0,0,0,0
11,20,4,DL,DFW,ORD,397,0,0,0,0,0
8,23,7,DL,ORD,JFK,1823,0,2,0,0,0
5,10,1,UA,ORD,SFO,2123,29,0,24,0,1
8,22,5,WN,JFK,ATL,2271,25,15,0,0,1
4,26,4,AA,SFO,ATL,1967,0,0,0,0,0
9,3,6,AS,SFO,DEN,2306,1,0,0,0,0
5,11,2,WN,DFW,ORD,1746,10,0,0,0,0
2,11,5,WN,SEA,ORD,2038,0,0,0,0,0
9,27,1,DL,LAX,DFW,2339,0,0,0,0,0
1,10,4,DL,SFO,DEN,214,0,0,0,0,0
9,12,6,AS,ATL,ORD,404,5,0,0,0,0
2,23,2,WN,DFW,SFO,63,28,24,0,0,1
1,8,6,UA,ORD,DEN,935,11,0,0,9,0
10,22,3,WN,DEN,LAX,1116,53,0,52,0,1
8,9,5,AA,SEA,ATL,1839,5,0,0,7,0
3,26,4,AA,ORD,SFO,1340,7,0,0,0,0
5,18,3,UA,DEN,ATL,489,0,0,0,0,0
9,28,4,DL,ORD,SFO,146,53,0,29,24,1
2,25,6,AA,DFW,DEN,1519,77,0,76,0,1
4,24,3,AA,ATL,ORD,1398,30,0,0,29,1
11,2,4,WN,ORD,DFW,2070,20,11,0,0,1
1,28,4,AA,DFW,SFO,2164,5,0,0,0,0
1,4,6,AA,SEA,DEN,2188,52,46,0,0,1
1,5,1,AS,DFW,ATL,1561,1,3,0,0,0
4,25,6,AA,LAX,ATL,1951,7,0,0,0,0
8,24,2,AS,JFK,DEN,1024,0,0,0,0,0
8,18,3,DL,ORD,DFW,714,0,0,0,0,0
6,24,1,WN,DEN,LAX,174,2,0,0,0,0
7,5,7,AS,SFO,LAX,1662,9,0,0,0,0
7,15,3,UA,SFO,SEA,1633,1,0,0,0,0
10,7,7,AS,SFO,DFW,2245,4,0,0,0,0
4,13,2,WN,LAX,SFO,1852,8,0,0,0,0
1,7,2,UA,ORD,SEA,1574,0,0,0,0,0
12,7,4,SW,ORD,DFW,2307,1,0,0,0,0
3,14,3,WN,DFW,JFK,534,0,0,0,0,0
11,4,7,AA,LAX,ATL,35,0,0,0,0,0
6,12,2,AS,ORD,LAX,1259,9,0,0,0,0
8,11,6,DL,DEN,ORD,415,0,0,0,0,0
7,4,5,SW,SEA,LAX,2300,2,0,0,0,0
2,22,2,WN,LAX,JFK,161,0,0,0,0,0
1,19,6,UA,JFK,DEN,2342,6,0,0,0,0
6,3,3,AA,ORD,LAX,1229,43,0,0,42,1
11,11,3,AS,LAX,DFW,2026,63,57,0,0,1
5,7,5,UA,ATL,DEN,1304,33,0,30,0,1
8,14,3,AA,DEN,SEA,1876,34,0,0,39,1
12,19,1,UA,SEA,LAX,1925,93,0,86,0,1
6,12,7,SW,SEA,DFW,1401,1,0,0,0,0
8,10,3,AA,JFK,SFO,347,0,0,0,0,0
1,26,2,AA,DFW,ATL,725,0,0,0,0,0
2,1,6,AA,SFO,JFK,288,9,0,0,0,0
11,28,3,AS,LAX,SFO,499,5,8,0,0,0
3,3,6,AA,ATL,DEN,954,1,0,0,0,0
8,27,2,AS,JFK,DEN,762,0,0,0,0,0
8,6,5,AA,LAX,ORD,809,1,0,0,0,0
12,4,6,AA,DFW,LAX,1316,4,0,0,0,0
10,14,5,AS,DEN,LAX,1747,0,0,0,0,0
11,22,3,UA,ORD,ATL,252,46,22,0,27,1
11,25,6,WN,ATL,SEA,361,0,0,0,0,0
10,9,6,UA,JFK,ORD,1967,1,0,0,0,0
4,19,2,AA,SFO,DFW,1904,7,0,0,0,0
8,28,4,WN,ORD,LAX,1579,24,0,17,0,1
11,5,4,UA,ATL,DEN,707,0,0,0,0,0
7,16,2,UA,SFO,LAX,88,3,0,0,0,0
4,7,4,SW,JFK,DFW,1782,0,0,0,0,0
6,4,1,UA,JFK,DEN,1185,1,0,0,0,0
7,16,1,UA,ORD,DFW,1272,12,0,0,8,0
6,24,3,AS,ORD,DFW,2315,59,0,57,0,1
4,11,6,DL,SFO,SEA,1950,5,0,0,0,0
